place_id,business_name,first_name,email,phone,address,city,state,rating,review_count,website,track,flaw,niche,quality_score,slug,status,date_found
ChIJfWVFgHzLQIYRiNlFZM7evKU,Old Furniture Pick-Up,Owner,randy@pickupandhaul.com,(346) 316-9210,"6005 Milwee St, Houston, TX 77092, USA",Houston,TX,5,100,http://www.pickupandhaul.com/,A,no_ssl,junk removal,4,old-furniture-pick-up-houston,pushed,2026-04-15
ChIJlY2D9p3rMGAR9DstnI2XTHI,Junk Doctor,Owner,info@myjunkdoctor.com,(800) 484-0286,"5025 Jensen Dr Suite A01, Houston, TX 77026, USA",Houston,TX,4.9,194,http://www.myjunkdoctor.com/,A,no_ssl,junk removal,4,junk-doctor-houston,pushed,2026-04-15
ChIJia5D1NmXQIYRBWkr4j9aSm8,GET JUNK HELP LLC,Owner,info@getjunkhelp.com,(281) 216-5816,"9311 Garfield Park Ln, Houston, TX 77075, USA",Houston,TX,5,70,http://www.getjunkhelp.com/,A,no_ssl,junk removal,4,get-junk-help-llc-houston,pushed,2026-04-15
ChIJO24dsvbDQIYR-q0bPLVlHCc,H-TOWN JUNK REMOVAL,Owner,htownjunk@gmail.com,(281) 309-8616,"8830 Bintliff Dr, Houston, TX 77074, USA",Houston,TX,5,31,http://www.htownjunk.com/,A,no_ssl,junk removal,4,h-town-junk-removal-houston,pushed,2026-04-15
ChIJJ007ivifPosRdfdhYdn8Zww,Vets Junk Haul,Owner,info@vetsjunkhaul.net,(281) 826-2267,"11303 Angelique Dr, Houston, TX 77065, USA",Houston,TX,4.7,73,http://www.vetsjunkhaul.net/,A,no_ssl,junk removal,4,vets-junk-haul-houston,pushed,2026-04-15
ChIJo0YavWJeXIYRC6bzdwAPhK0,Junk Patrols Junk Removal,Owner,junkpatrols@gmail.com,(210) 702-8262,"907 John Page Dr, San Antonio, TX 78228, USA",San Antonio,TX,5,374,http://www.junkpatrols.com/,A,no_ssl,junk removal,4,junk-patrols-junk-removal-san,pushed,2026-04-15
ChIJ72sEuau9XIYRJdZBTO_XbfI,Junk Removal Services | Load 'n Dump,Owner,info@loadndump.com,(830) 202-5742,"1944 Cool Breeze, New Braunfels, TX 78130, USA",San Antonio,TX,5,306,http://loadndump.com/?utm_campaign=gmb,A,no_ssl,junk removal,4,junk-removal-services-load-n-dump-san,pushed,2026-04-15
ChIJL_idIIfWw4MRwsKtPjkJOho,SATX Junk-A-Haulics,Owner,satxjunkahaulics@gmail.com,(210) 260-2283,"4434 Meadowland Pl, San Antonio, TX 78222, USA",San Antonio,TX,5,78,http://www.satxjunkahaulics.com/,A,no_ssl,junk removal,4,satx-junk-a-haulics-san,pushed,2026-04-15
ChIJucQ_4WONXIYRF9z95j5D6iI,JunkGuys San Antonio,Owner,junkguyssanantonio@gmail.com,(830) 360-0125,"8422 Berry Knoll Dr, Universal City, TX 78148, USA",San Antonio,TX,4.7,49,http://www.junkguyssanantonio.com/,A,no_ssl,junk removal,4,junkguys-san-antonio-san,pushed,2026-04-15
ChIJ4SOp1zKo9qQR3N-bayJnNiI,RPG JUNK REMOVAL,Owner,rpgjunkremoval@gmail.com,(210) 915-9511,"8535 Chickasaw Bluff, Converse, TX 78109, USA",San Antonio,TX,5,122,http://rpgsjunkremoval.com/,A,no_ssl,junk removal,4,rpg-junk-removal-san,pushed,2026-04-15
ChIJJYWGXPtZXIYRghjVOoX9YmY,Last Load Dumpster Service,Owner,lastload.ds@gmail.com,(210) 596-3100,"3400 Lowland St, San Antonio, TX 78211, USA",San Antonio,TX,5,57,http://www.lastloaddumpster.com/,A,no_ssl,junk removal,4,last-load-dumpster-service-san,pushed,2026-04-15
ChIJ9Q7E1am5aEoR1xrt7EgCukM,Junk It ATX,Owner,info@junkitatx.org,(512) 497-1627,"1000 Vapor Dr, Pflugerville, TX 78660, USA",Austin,TX,5,122,https://www.junkitatx.org/?utm_source=omg-gbp&utm_medium=webclick,A,no_click_to_call,junk removal,4,junk-it-atx-austin,pushed,2026-04-15
ChIJta_qe2g9XkgRTStVJqzDvR8,Bulls Of Texas - Junk Removal,Owner,services@bullsoftx.com,(512) 206-2805,"7600 Chevy Chase Dr suite 300, Austin, TX 78752, USA",Austin,TX,5,209,http://bullsoftx.com/,A,no_ssl,junk removal,4,bulls-of-texas-junk-removal-austin,pushed,2026-04-15
ChIJm9QyE5dzK4cRx0mZ2JaP8pM,Pinks Junk Removal,Owner,admin@pinksjunkremoval.com,(602) 772-6683,"11398 N Cave Creek Rd, Phoenix, AZ 85020, USA",Phoenix,AZ,5,42,http://www.pinksjunkremoval.com/,A,no_ssl,junk removal,4,pinks-junk-removal-phoenix,pushed,2026-04-15
ChIJFfHgDtXkxQMRNvCiMvMWqAo,Raul's Hauling & Junk Removal,Owner,raulshauling@gmail.com,(480) 931-0310,"6218 N 91st Ave, Glendale, AZ 85305, USA",Phoenix,AZ,5,125,http://raulshauling.com/,A,no_ssl,junk removal,4,raul-s-hauling-junk-removal-phoenix,pushed,2026-04-15
ChIJwXzImj9zK4cRdekeP4LgGxI,"Waste Solution Dumpster Rentals ,Junk Removal, portable toilets & temporary fence",Owner,info@wastesolution.com,(480) 680-0500,"5501 E Corrine Dr, Scottsdale, AZ 85254, USA",Phoenix,AZ,4.9,357,http://wastesolution.com/,A,no_ssl,junk removal,4,waste-solution-dumpster-rentals-junk-removal-portable-toilet,pushed,2026-04-15
ChIJRTCn0lM67KwRA0OmT-F-1d0,Junk Heist - AZ Junk Removal and Demolition,Owner,junkheistaz@gmail.com,(602) 756-1204,"6225 W Highland Ave, Phoenix, AZ 85033, USA",Phoenix,AZ,5,53,http://www.junkheistaz.com/,A,no_ssl,junk removal,4,junk-heist-az-junk-removal-and-demolition-phoenix,pushed,2026-04-15
ChIJKUtYVzlx1oYRhKXyybQ9JWc,Speedway Junk Removal,Owner,speedwayjunkremoval@gmail.com,(520) 276-2394,"4570 N 1st Ave #120, Tucson, AZ 85718, USA",Tucson,AZ,5,574,http://speedwayjunkremoval.com/,A,no_ssl,junk removal,4,speedway-junk-removal-tucson,pushed,2026-04-15
ChIJb25wqnXHQIYRStnA4tuoRC8,Elite Pest Control Houston,Owner,info@elitepestcontrolhouston.com,(281) 473-1159,"1817 Rutland St, Houston, TX 77008, USA",Houston,TX,5,5,https://elitepestcontrolhouston.com/,A,no_click_to_call,pest control,4,elite-pest-control-houston-houston,pushed,2026-04-15
ChIJXWnIsi4tW4YRXq841YU8wdw,Urban Texas Pest Control,Owner,service@urbantexaspest.com,(210) 900-2323,"9450 Brushy Point St, San Antonio, TX 78250, USA",San Antonio,TX,5,623,http://www.urbantexaspest.com/,A,no_ssl,pest control,4,urban-texas-pest-control-san,pushed,2026-04-15
ChIJixFCTMLc_gMR2RFrDG-bz4c,Pest Trappers,Owner,office@pesttrappers.com,(210) 281-1064,"7319 Brandyridge, San Antonio, TX 78250, USA",San Antonio,TX,5,138,https://www.pesttrappers.com/,A,outdated_copyright,pest control,4,pest-trappers-san,pushed,2026-04-15
ChIJ24AMRjz1XIYRMthjarxNkns,Adios Pest Control,Owner,adiospests@gmail.com,(210) 338-5907,"8546 Broadway #100, San Antonio, TX 78217, USA",San Antonio,TX,4.8,34,https://adiospests.com/,A,no_click_to_call,pest control,4,adios-pest-control-san,pushed,2026-04-15
ChIJe9MVVuX1XIYRyDkNHIdp0ts,National Pest Control,Owner,customerservice@npcsatx.com,(210) 226-5049,"1526 I-35, San Antonio, TX 78208, USA",San Antonio,TX,4.8,16,http://npcsatx.com/,A,no_ssl,pest control,4,national-pest-control-san,pushed,2026-04-15
ChIJny_hRcldXIYRs4t2vASxgKE,"Pestpro of San Antonio, LLC.",Owner,gonzalo@pestprosa.com,(210) 723-7254,"3611 Fred Ross Ln, San Antonio, TX 78228, USA",San Antonio,TX,5,19,http://www.pestprosa.com/,A,no_ssl,pest control,4,pestpro-of-san-antonio-llc-san,pushed,2026-04-15
ChIJyaoFTtMNK4cR7r28LkK6Byk,Fromms Pest Control,Owner,service@frommspestcontrol.com,(602) 334-1513,"4633 E Devonshire Ave, Phoenix, AZ 85018, USA",Phoenix,AZ,5,385,http://frommspestcontrol.com/,A,no_ssl,pest control,4,fromms-pest-control-phoenix,pushed,2026-04-15
ChIJ0QbG5xB11oYRaB4SiXemdR4,Swift Pest Solutions,Owner,jeff@swiftpest.com,(520) 293-1555,"924 W Grant Rd, Tucson, AZ 85705, USA",Tucson,AZ,5,711,http://www.swiftpest.com/,A,no_ssl,pest control,4,swift-pest-solutions-tucson,pushed,2026-04-15
ChIJlQQ8uCjOQIYR81rd2QiQkZU,John Moore Services,Owner,service@johnmooreservices.com,(713) 853-9881,"10005 W Sam Houston Pkwy N, Houston, TX 77064, USA",Houston,TX,4.7,19212,http://www.johnmooreservices.com/,A,no_ssl,plumber,4,john-moore-services-houston,pushed,2026-04-15
ChIJ864KJUfEQIYRC0OBmw_schs,Wedgeworth Plumbing,Owner,office@wedgeworthplumbing.com,(832) 867-5309,"9025 Ruland Rd Unit 003, Houston, TX 77055, USA",Houston,TX,4.9,641,http://www.wedgeworthplumbing.com/,A,no_ssl,plumber,4,wedgeworth-plumbing-houston,pushed,2026-04-15
ChIJz5hMW424QIYRRUI6hjZmXnQ,Hot Water Guys,Owner,service@hotwaterguys.com,(832) 673-0909,"352 Link Rd, Houston, TX 77009, USA",Houston,TX,4.9,1416,http://hotwaterguys.com/,A,no_ssl,plumber,4,hot-water-guys-houston,pushed,2026-04-15
ChIJS9tVTi_rQIYR3fdRbq_reaA,Texas Plumbing,Owner,info@texasplumbing911.com,(713) 478-5766,"10111 Woodwind Dr, Houston, TX 77025, USA",Houston,TX,4.6,173,https://www.texasplumbing911.com/,A,no_click_to_call,plumber,4,texas-plumbing-houston,pushed,2026-04-15
ChIJYacqdKC8QIYR4R15JZBAVE8,After Hours Plumbing Service,Owner,afterhoursplumbingservice@gmail.com,(832) 715-6441,"10322 Lafferty Oaks St, Houston, TX 77013, USA",Houston,TX,4.8,190,http://www.afterhoursplumbingservice.com/,A,no_ssl,plumber,4,after-hours-plumbing-service-houston,pushed,2026-04-15
ChIJEVvoADHFQIYRvfIRED1M8SA,Same Day Water Heaters,Owner,info@samedaywh.com,(866) 616-2004,"10607 Stebbins Cir, Houston, TX 77043, USA",Houston,TX,4.8,222,http://www.samedaywaterheaters.com/,A,no_ssl,plumber,4,same-day-water-heaters-houston,pushed,2026-04-15
ChIJNYmEWVapewwRoLqpPTVWLqo,Plumbit Plumbing Services,Owner,info@plumbitplumbingservices.com,(210) 984-0058,"12419 Stillwater Creek, San Antonio, TX 78254, USA",San Antonio,TX,5,530,http://plumbitplumbingservices.com/,A,no_ssl,plumber,4,plumbit-plumbing-services-san,pushed,2026-04-15
ChIJtxEsXd1nXIYRsbdic51kn4I,210-Plumber,Owner,210-plumber@att.net,(210) 758-6237,"9355 Bandera Rd Ste 112, San Antonio, TX 78250, USA",San Antonio,TX,4.8,173,http://www.210plumber.com/,A,no_ssl,plumber,4,210-plumber-san,pushed,2026-04-15
ChIJ7YUFaJNfXIYRqHuZRydjcrA,Alamo Plumbing Solutions drain & sewer experts,Owner,admin@alamoplumbingsolutions.com,(210) 670-5325,"126 El Mio Dr, San Antonio, TX 78216, USA",San Antonio,TX,4.8,122,http://www.alamoplumbingsolutions.com/,A,no_ssl,plumber,4,alamo-plumbing-solutions-drain-sewer-experts-san,pushed,2026-04-15
ChIJPyNPtGqNXIYRIj1Dw4aDyrI,Smith & Sons Plumbing,Owner,peter@smithandsonstx.com,(210) 338-0046,"2118 Mannix Dr #101, San Antonio, TX 78217, USA",San Antonio,TX,4.9,157,http://www.smithandsonstx.com/,A,no_ssl,plumber,4,smith-sons-plumbing-san,pushed,2026-04-15
ChIJ_1bAlnGBXIYRIabo24pSeQI,Shamrock Plumbing Company M#36181,Owner,admin@shamrockplumbingcompany.com,(830) 228-5157,"100 Knibbe Rd, Spring Branch, TX 78070, USA",San Antonio,TX,4.9,605,http://www.shamrockplumbingcompany.com/,A,no_ssl,plumber,4,shamrock-plumbing-company-m-36181-san,pushed,2026-04-15
ChIJJ-KXv7NmXIYRaANOgyozLVQ,Quest Plumbing,Owner,office@questplumbingsa.com,(210) 227-8378,"4738 Shavano Oak, San Antonio, TX 78249, USA",San Antonio,TX,4.9,228,http://questplumbingsa.com/,A,no_ssl,plumber,4,quest-plumbing-san,pushed,2026-04-15
ChIJIwAwvAlLW4YR5EpobUngqGE,Al Mac Plumbing And Gas,Owner,almac.atx@gmail.com,(512) 645-8578,"10415 Old Manchaca Rd unit 205, Austin, TX 78748, USA",Austin,TX,5,175,https://www.almacatxplumbing.com/,A,no_click_to_call,plumber,4,al-mac-plumbing-and-gas-austin,pushed,2026-04-15
ChIJUWjhWuWuRIYRtcmFj3Pp4oc,Abel To Plumb LLC,Owner,abeltoplumb@gmail.com,(512) 995-1745,"4618 E 7th St, Austin, TX 78702, USA",Austin,TX,4.7,24,https://www.abeltoplumb.com/,A,no_click_to_call,plumber,4,abel-to-plumb-llc-austin,pushed,2026-04-15
ChIJnecIqVe-g28ReMMVH36_b30,Juan & Only Plumber,Owner,info@juanandonlyplumber.com,(512) 222-7311,"1834 Ferguson Ln unit 1000, Austin, TX 78754, USA",Austin,TX,4.9,328,http://www.juanandonlyplumber.com/,A,no_ssl,plumber,4,juan-only-plumber-austin,pushed,2026-04-15
ChIJqfQOTOFuK4cR-1-TcCqoCn0,Diamondback Plumbing,Owner,service@diamondbackmechanical.com,(602) 428-0910,"17423 N 25th Ave, Phoenix, AZ 85023, USA",Phoenix,AZ,4.5,697,http://www.diamondbackplumbing.com/,A,no_ssl,plumber,4,diamondback-plumbing-phoenix,pushed,2026-04-15
ChIJEeWYPrCpK4cRvS9I0wi0AX0,Call-Us Plumbing,Owner,dispatch@callwaycool.com,(480) 396-6658,"519 W Lone Cactus Dr Suite 305, Phoenix, AZ 85027, USA",Phoenix,AZ,4.7,597,http://call-usplumbing.com/,A,no_ssl,plumber,4,call-us-plumbing-phoenix,pushed,2026-04-15
ChIJHQTQAHNHK4cRW01kCVoKBPM,Amigo Rooter & Plumbing Phoenix Arizona,Owner,amigoplumbingaz@gmail.com,(602) 446-6576,"3947 N 146th Dr, Goodyear, AZ 85395, USA",Phoenix,AZ,4.8,604,http://www.amigoplumbingaz.com/,A,no_ssl,plumber,4,amigo-rooter-plumbing-phoenix-arizona-phoenix,pushed,2026-04-15
ChIJp6ZrB8Z01oYRc7tPwEpngow,Dunn Plumbing and Drain Service LLC,Owner,office@dunnplumbingservice.com,(520) 310-0551,"1650 E 18th St # Q, Tucson, AZ 85719, USA",Tucson,AZ,4.9,324,http://dunnplumbingservice.com/,A,no_ssl,plumber,4,dunn-plumbing-and-drain-service-llc-tucson,pushed,2026-04-15
ChIJY9LE7Uhw1oYRwZgITLpfd5Y,Pioneer Plumbing,Owner,info@pioneerplumbing.net,(520) 523-7224,"1312 E Wieding Rd, Tucson, AZ 85706, USA",Tucson,AZ,4.6,305,http://www.pioneerplumbing.net/?utm_source=GBP&utm_medium=organic,A,no_ssl,plumber,4,pioneer-plumbing-tucson,pushed,2026-04-15
ChIJPe3yWWJx1oYRKfp9KzTVfm4,DrainMasters Plumbing & Drain Service,Owner,angela@uniontucson.com,(520) 690-9881,"3209 N Geronimo Ave, Tucson, AZ 85705, USA",Tucson,AZ,4.8,151,http://drainmasterstucson.com/,A,no_ssl,plumber,4,drainmasters-plumbing-drain-service-tucson,pushed,2026-04-15
ChIJNWXo9PBx1oYRvgUMi7_vxn8,Abacus Plumbing Company,Owner,abacus2@cox.net,(520) 327-6248,"3555 E Hardy Dr, Tucson, AZ 85716, USA",Tucson,AZ,4.6,77,http://www.callabacusnow.com/,A,no_ssl,plumber,4,abacus-plumbing-company-tucson,pushed,2026-04-15
ChIJa1E304101oYRxinwITG-wzM,Aarow Plumbing Inc,Owner,info@aarowplumbing.com,(520) 888-5707,"2300 W Placita Algodon, Tucson, AZ 85741, USA",Tucson,AZ,4.9,56,http://www.aarowplumbing.com/,A,no_ssl,plumber,4,aarow-plumbing-inc-tucson,pushed,2026-04-15
ChIJr_qqOQrJRIYRPj_QSpUY9KY,"Biggs Plumbing Co., Inc.",Owner,contact@biggsplumbing.com,(512) 837-5955,"1615 Dungan Ln, Austin, TX 78754, USA",Austin,TX,4.9,23,http://www.biggsplumbing.com/,A,no_ssl,plumber,4,biggs-plumbing-co-inc-austin,pushed,2026-04-15
ChIJt7gGT0inK4cRCap6fjhAG-8,Javier's Quick Electricians,Owner,,(602) 932-2326,"426 N Drew St #25D, Mesa, AZ 85201, USA",Mesa,AZ,4.8,136,none,B,no website,electrician,1,javier-s-quick-electricians-mesa-az,,2026-04-16
ChIJH88NbXJ3ekoRT9RqUk0wpcg,Foquito Electric,Owner,,(480) 330-8438,"Country Club & Southern, S Country Club Dr, Mesa, AZ 85210, USA",Mesa,AZ,5,36,none,B,no website,electrician,1,foquito-electric-mesa-az,,2026-04-16
ChIJb0sYmhqvK4cR1XhSprv-umw,Click Electric,Owner,,(520) 843-6640,"3423 E Enid Ave, Mesa, AZ 85204, USA",Mesa,AZ,5,17,none,B,no website,electrician,1,click-electric-mesa-az,,2026-04-16
